null,Normal,1,39,ZombieWoman,52,LINE_CENTER,10.125,6.75,,
null,Normal,1,39,ZombieMan,52,LINE_RIGHT,8.625,7.875,,
null,Normal,1,40,ZombieBoss,1,BOSS_LEFT,50,35,,
null,Normal,1,40,ZombieMan,52,SCATTER,11.25,7.125,,
null,Normal,1,40,ZombieWoman,52,DIAMOND,11.25,10.5,,
null,Normal,1,40,ZombieBoss,1,BOSS_RIGHT,40,40,,
null,Normal,1,,,,,,,,
null,Normal,1,,,,,,,,
null,Normal,1,,,,,,,,
null,Normal,1,,,,,,,,
null,Normal,1,,,,,,,,
null,Normal,1,,,,,,,,
null,Normal,1,,,,,,,,
null,Normal,1,,,,,,,,
null,Normal,1,,,,,,,,
null,Normal,1,,,,,,,,
