VfxType,AddressableKey,Scale,LifeTime,Looping,OffsetX,OffsetY,OffsetZ,RotX,RotY,RotZ,use
projectile_fireball_green,Assets/Polygon Arsenal/Prefabs/Combat/Missiles/Magic/Fireball/FireballGreen.prefab,10000,10000,false,0,0,0,,,,1
projectile_proton_purple,Assets/Polygon Arsenal/Prefabs/Combat/Missiles/Sci-Fi/Proton/ProtonMissilePurple.prefab,10000,10000,false,0,0,0,,,,1
projectile_acid_green,Assets/Polygon Arsenal/Prefabs/Combat/Missiles/Magic/Liquid/AcidMissile.prefab,15000,10000,false,0,0,0,,,,1
trail_fire,Assets/JMO Assets/Cartoon FX Remaster/CFXR Prefabs/Fire/CFXR Fire Trail.prefab,10000,10000,false,0,0,0,,,,1
trail_lightning_blue,Assets/Polygon Arsenal/Prefabs/Combat/Melee & Sword/Sword Trail/SwordTrailLightningBlue.prefab,100000,10000,false,0,0,0,,,,1
trail_lightning_red,Assets/Polygon Arsenal/Prefabs/Combat/Melee & Sword/Sword Trail/SwordTrailFire.prefab,10000,10000,false,0,0,0,,,,1
debuff_stun,Assets/Polygon Arsenal/Prefabs/Combat/Melee & Sword/Stun/Stun1 1.prefab,7000,9990000,true,0,6000,0,,,,1
projectile_trail_lightning,Assets/Polygon Arsenal/Prefabs/Interactive/Trails/FloorTrails/LightningFloorTrail 1.prefab,10000,10000,false,0,0,0,,,,1
instant_aura_nature,Assets/Polygon Arsenal/Prefabs/Combat/Explosions/Magic/Nature/NatureExplosionGreen 1.prefab,20000,25000,false,0,0,0,,,,1
instant_slash,Assets/Polygon Arsenal/Prefabs/Combat/Melee & Sword/Sword Slash/Purple/SlashWidePurple 1.prefab,15000,10000,false,0,0,0,,,,1
instant_teleport,Assets/Polygon Arsenal/Prefabs/Combat/Explosions/Mini/MiniExploShadow.prefab,15000,25000,false,0,0,0,,,,1
instant_teleport_holy,Assets/Polygon Arsenal/Prefabs/Combat/Explosions/Mini/MiniExploHoly.prefab,15000,25000,false,0,0,0,,,,1
passive_toxic,Assets/Polygon Arsenal/Prefabs/Combat/Nova/FireNova/FireNovaGreen.prefab,5000,9990000,false,0,0,0,,,,1
debuff_confusion,Assets/Polygon Arsenal/Prefabs/Combat/Melee & Sword/Stun/Stun2 1.prefab,7000,9990000,true,0,6000,0,,,,1
instant_explosion_flash,Assets/Polygon Arsenal/Prefabs/Combat/Explosions/Sci-Fi/Grenade Utility/FlashGrenadeExplosion.prefab,20000,10000,false,0,0,0,,,,1
projectile_flash,Assets/Polygon Arsenal/Prefabs/Combat/Missiles/Sci-Fi/Grenade Utility/GrenadeFlash.prefab,30000,10000,false,0,0,0,,,,1
projectile_bullet,Assets/Polygon Arsenal/Prefabs/Combat/Missiles/Sci-Fi/Bullet/BulletBlue 1.prefab,20000,10000,false,-3000,2000,0,-180,-90,0,1
projectile_rocket,Assets/GabrielAguiarProductions/UniqueProjectilesVol_2/Prefabs/Projectiles/vfx_Projectile_Trail01_Orange 1.prefab,10000,10000,false,-3000,2000,0,,,,1
hit_rocket,Assets/GabrielAguiarProductions/UniqueProjectilesVol_2/Prefabs/Hits/vfx_Hit_Trail01_Orange.prefab,10000,10000,false,0,-5000,0,,,,1
heal_basic,Assets/Polygon Arsenal/Prefabs/Interactive/Healing/HealOnce.prefab,10000,10000,false,0,-3000,0,-90,0,0,1
instant_heal,Assets/Polygon Arsenal/Prefabs/Interactive/Healing/HealOnce.prefab,10000,10000,false,0,-3000,0,-90,0,0,1
shield_basic,Assets/Polygon Arsenal/Prefabs/Interactive/Powerups/Icons Holo/PowerIconShield 1.prefab,50000,10000,false,0,0,0,,,,1
supply_stat_buff,Assets/Polygon Arsenal/Prefabs/Combat/Explosions/Magic/Holy/HolyBigExplosion.prefab,10000,10000,false,0,0,0,,,,1
projectile_stone,Assets/_game/Prefabs/Stone.prefab,10000,10000,false,0,0,0,,,,1
projectile_stone_big,Assets/_game/Prefabs/Stone.prefab,20000,10000,false,0,0,0,,,,1
instant_explosion_ground,Assets/Polygon Arsenal/Prefabs/Combat/Explosions/Magic/Stone/StoneExplosion.prefab,10000,10000,false,0,0,0,,,,1
projectile_trail_fire,Assets/Polygon Arsenal/Prefabs/Interactive/Trails/FloorTrails/FireFloorTrail 1.prefab,10000,10000,false,0,0,0,,,,1
debuff_burn,Assets/Polygon Arsenal/Prefabs/Combat/Death/DeathFire 1.prefab,7000,9990000,true,-700,-4300,0,,,,1
instant_explosion_boom,Assets/Polygon Arsenal/Prefabs/Combat/Explosions/Sci-Fi/Nuke/NukeExplosionRed 1.prefab,30000,10000,false,0,0,0,-90,0,0,1
buff_invincible,Assets/Polygon Arsenal/Prefabs/Combat/Shield/ShieldBlue 1.prefab,8000,9990000,true,0,1100,0,,,,1
instant_slash_poison,Assets/Polygon Arsenal/Prefabs/Combat/Melee & Sword/Sword Slash/Green/SlashSmallGreen 1.prefab,15000,10000,false,0,0,0,,,,1
buff_attack_speed,Assets/Polygon Arsenal/Prefabs/Interactive/Sparkle/SparkleYellow 1.prefab,20000,9990000,true,0,0,0,,,,1
buff_hypersense,Assets/Polygon Arsenal/Prefabs/Combat/Enchant/LightningEnchantBlue.prefab,10000,9990000,true,0,-3000,0,,,,1
debuff_bleed,Assets/Polygon Arsenal/Prefabs/Combat/Curses & Debuffs/Debuffs/BloodDebuff.prefab,20000,9990000,true,0,0,0,,,,1
projectile_doll,Assets/_game/Prefabs/Doll.prefab,10000,9990000,true,0,0,0,,,,1
summon_doll,Assets/_game/Prefabs/Doll.prefab,10000,30000,false,0,0,0,,,,1
debuff_taunt,Assets/Polygon Arsenal/Prefabs/Combat/Curses & Debuffs/CurseMark/CurseMarkRed.prefab,7000,9990000,true,0,6000,0,,,,1
projectile_shield,Assets/_game/Prefabs/Shield.prefab,10000,9990000,true,0,0,0,,,,1
hit_bullet,Assets/Polygon Arsenal/Prefabs/Combat/Explosions/Sci-Fi/Bullet/BulletExplosionBlue.prefab,50000,10000,false,0,0,0,,,,1
projectile_snake,Assets/GabrielAguiarProductions/UniqueProjectilesVol_2/Prefabs/Projectiles/vfx_Projectile_Trail01_Green 1.prefab,10000,10000,false,0,0,0,,,,1
hit_snake,Assets/GabrielAguiarProductions/UniqueProjectilesVol_2/Prefabs/Hits/vfx_Hit_Trail01_Green.prefab,10000,10000,false,0,-5000,0,,,,1
projectile_mad,Assets/GabrielAguiarProductions/UniqueProjectilesVol_2/Prefabs/Projectiles/vfx_Projectile_Trail01_Purple 1.prefab,10000,10000,false,0,0,0,,,,1
hit_mad,Assets/GabrielAguiarProductions/UniqueProjectilesVol_2/Prefabs/Hits/vfx_Hit_Trail01_Purple.prefab,10000,10000,false,0,-5000,0,,,,1
muzzle_skill,Assets/GabrielAguiarProductions/UniqueProjectilesVol_2/Prefabs/Muzzle/vfx_Muzzle_Orb04_Yellow 1.prefab,20000,20000,false,0,0,0,,,,1
projectile_bazooka_skill,Assets/GabrielAguiarProductions/UniqueProjectilesVol_2/Prefabs/Projectiles/vfx_Projectile_Fireball03_Orange 1.prefab,3000,10000,false,-3000,2000,0,,,,1
hit_bazooka_skill,Assets/GabrielAguiarProductions/UniqueProjectilesVol_2/Prefabs/Hits/vfx_Hit_Fireball04_Orange.prefab,10000,10000,false,0,-5000,0,,,,1
enemy_death,Assets/Polygon Arsenal/Prefabs/Combat/Explosions/Mini/MiniExploAcid 1.prefab,30000,20000,false,0,0,0,,,,1
impact_fire_puddle,Assets/Polygon Arsenal/Prefabs/Interactive/Trails/FloorTrails/FireFloorTrail 1.prefab,20000,25000,false,0,-5000,0,,,,1
projectile_fireball_red,Assets/Polygon Arsenal/Prefabs/Combat/Missiles/Magic/Fireball/FireballRed.prefab,15000,10000,false,0,0,0,,,,1
instant_lightning_strike,Assets/KriptoFX/CartoonFX/Prefabs/LightningStrike1.prefab,15000,15000,false,0,0,0,,,,1
instant_lightning_impact,Assets/JMO Assets/Cartoon FX Remaster/CFXR Prefabs/Electric/CFXR Lightning Impact.prefab,15000,15000,false,0,0,0,,,,1
instant_electric_explosion,Assets/JMO Assets/Cartoon FX Remaster/CFXR Prefabs/Electric/CFXR Electric Explosion.prefab,15000,15000,false,0,0,0,,,,1
boss_aura,Assets/VFXPACK_FIRE_WALLCOEUR/Prefab/VFX_BlackSmoke.prefab,30000,9990000,true,0,0,0,,,,1
boss_shadow,Assets/Polygon Arsenal/Prefabs/Combat/Enchant/ShadowEnchant.prefab,7000,9990000,true,0,0,0,,,,1
boss_glow,Assets/Polygon Arsenal/Prefabs/Interactive/Zone/Glow/GlowZoneRed.prefab,8000,9990000,true,0,-5000,0,,,,1
enemy_explosion,Assets/JMO Assets/Cartoon FX Remaster/CFXR Prefabs/Explosions/Variants/CFXR Explosion 2 (no smoke).prefab,10000,15000,false,0,0,0,,,,1
truck_smoke,Assets/VFXPACK_FIRE_WALLCOEUR/Prefab/VFX_GroundFire_Circle.prefab,15000,9990000,true,0,0,0,,,,1
truck_fire_front,Assets/VFXPACK_FIRE_WALLCOEUR/Prefab/VFX_GroundFire_Circle.prefab,10000,9990000,true,0,0,0,,,,1
truck_explosion,Assets/JMO Assets/Cartoon FX Remaster/CFXR Prefabs/Explosions/CFXR Explosion 2 Bigger.prefab,20000,20000,false,0,0,0,,,,1
projectile_holy,Assets/Polygon Arsenal/Prefabs/Combat/Missiles/Sci-Fi/Proton/ProtonMissileGreen.prefab,10000,10000,false,0,0,0,0,0,0,1
hit_holy,Assets/Polygon Arsenal/Prefabs/Combat/Explosions/Magic/Holy/HolyExplosion.prefab,10000,10000,false,0,0,0,,,,1
projectile_ice,Assets/Polygon Arsenal/Prefabs/Combat/Missiles/Sci-Fi/Bullet/BulletPink.prefab,10000,10000,false,0,0,0,0,0,0,1
hit_ice,Assets/Polygon Arsenal/Prefabs/Combat/Explosions/Magic/Ice/IceExplosion.prefab,10000,10000,false,0,0,0,,,,1
projectile_nature,Assets/Polygon Arsenal/Prefabs/Combat/Missiles/Magic/Nature/NatureMissileGreen.prefab,10000,10000,false,0,0,0,0,-90,0,1
projectile_amethyst,Assets/Polygon Arsenal/Prefabs/Combat/Missiles/Sci-Fi/Proton/ProtonMissilePink.prefab,10000,10000,false,0,0,0,0,0,0,1
projectile_shadow,Assets/Polygon Arsenal/Prefabs/Combat/Missiles/Sci-Fi/Bullet/BulletPink.prefab,10000,10000,false,0,0,0,0,0,0,1
