null,mode,stage,wave,enemy_type,count,formation_type,hp_multiplier,attack_multiplier
null,Normal,1,15,ZombieWoman,25,SCATTER,2.4,1.725
null,Normal,1,16,ZombieMan,30,FRONT_LINE,2.5,1.85
null,Normal,1,16,ZzangDoleZombie,15,LINE_RIGHT,2.5,1.85
null,Normal,1,16,ZombieWoman,30,SCATTER,2.5,1.85
null,Normal,1,17,ZombieMan,30,SCATTER,2.6,2
null,Normal,1,17,ZombieWoman,30,SCATTER,2.6,2
null,Normal,1,17,PushZombie,15,LINE_CENTER,2.6,2
null,Normal,1,18,ZombieWoman,35,SCATTER,2.8,2.1
null,Normal,1,18,PushZombie,21,LINE_CENTER,2.8,2.1
null,Normal,1,18,ZzangDoleZombie,21,LINE_RIGHT,2.8,2.1
null,Normal,1,19,PushZombie,25,LINE_CENTER,3,2.2
null,Normal,1,19,ZombieWoman,15,LINE_CENTER,3,2.2
null,Normal,1,19,ZombieMan,15,LINE_RIGHT,3,2.2
null,Normal,1,19,ZzangDoleZombie,21,LINE_LEFT,3,2.2
null,Normal,1,20,ZombieWoman,21,LINE_CENTER,3.5,2.5
null,Normal,1,20,ZzangDoleZombie,15,LINE_LEFT,3.5,2.5
null,Normal,1,20,ZombieMan,25,SCATTER,3.5,2.5
null,Normal,1,20,PushZombie,15,DIAMOND,3.5,2.5
null,Normal,1,20,PushZombieBoss,1,BOSS_LEFT,7,2.5
null,Normal,1,20,BoomZombieBoss,1,BOSS_RIGHT,7,2.5
null,Normal,1,21,PushZombie,15,LINE_RIGHT,3.65,2.65
null,Normal,1,21,ZombieMan,46,DIAMOND,3.65,2.65
null,Normal,1,21,ZzangDoleZombie,15,LINE_LEFT,3.65,2.65
null,Normal,1,22,PushZombie,15,LINE_RIGHT,3.8,2.8
null,Normal,1,22,ZombieMan,41,GUARD_FORMATION,3.8,2.8
null,Normal,1,22,ZzangDoleZombie,21,LINE_LEFT,3.8,2.8
null,Normal,1,23,PushZombie,18,LINE_RIGHT,4,3
null,Normal,1,23,ZombieMan,41,FRONT_LINE,4,3
null,Normal,1,23,ZzangDoleZombie,17,LINE_LEFT,4,3
null,Normal,1,24,PushZombie,21,LINE_RIGHT,4.2,3.25
null,Normal,1,24,ZombieMan,46,LINE_RIGHT,4.2,3.25
null,Normal,1,24,ZzangDoleZombie,10,LINE_LEFT,4.2,3.25
null,Normal,1,25,PushZombie,13,LINE_RIGHT,4.5,4
null,Normal,1,25,ZombieMan,26,WAVE_PATTERN,4.5,4
null,Normal,1,25,ZzangDoleZombie,13,LINE_LEFT,4.5,4
null,Normal,1,25,RushZombie,13,SCATTER,4.5,4
null,Normal,1,25,RushZombieBoss,1,SCATTER,9,4
null,Normal,1,25,RushZombieBoss2,1,SCATTER,9,4
null,Normal,1,26,RushZombie,21,SCATTER,5,4.25
null,Normal,1,26,ZzangDoleZombie,13,LINE_LEFT,5,4.25
null,Normal,1,26,PushZombie,21,LINE_RIGHT,5,4.25
null,Normal,1,26,BoomZombie,9,DIAMOND,5,4.25
null,Normal,1,27,RushZombie,21,DIAMOND,5.2,4.5
null,Normal,1,27,ZzangDoleZombie,18,LINE_LEFT,5.2,4.5
null,Normal,1,27,PushZombie,18,LINE_RIGHT,5.2,4.5
null,Normal,1,27,BoomZombie,9,TRIANGLE,5.2,4.5
null,Normal,1,28,RushZombie,13,SCATTER,5.5,4.75
null,Normal,1,28,ZzangDoleZombie,13,LINE_LEFT,5.5,4.75
null,Normal,1,28,PushZombie,18,LINE_RIGHT,5.5,4.75
null,Normal,1,28,ZombieMan,13,SCATTER,5.5,4.75
null,Normal,1,28,BoomZombie,9,TRIANGLE,5.5,4.75
null,Normal,1,29,RushZombie,13,SCATTER,5.7,5
null,Normal,1,29,ZzangDoleZombie,13,LINE_LEFT,5.7,5
null,Normal,1,29,PushZombie,18,LINE_RIGHT,5.7,5
null,Normal,1,29,BoomZombie,11,DIAMOND,5.7,5
null,Normal,1,29,ZombieMan,13,SCATTER,5.7,5
null,Normal,1,30,BoomZombie,15,SCATTER,6,5.5
null,Normal,1,30,ZzangDoleZombie,15,LINE_LEFT,6,5.5
null,Normal,1,30,PushZombieBoss,1,LINE_RIGHT,11,5.5
null,Normal,1,30,RushZombieBoss,1,SCATTER,11,5.5
null,Normal,1,30,RushZombieBoss2,1,SCATTER,11,5.5
null,Normal,1,30,PushZombie,21,LINE_RIGHT,6,5.5
null,Normal,1,30,RushZombie,25,SCATTER,6,5.5
null,Normal,1,31,PushZombie,10,SCATTER,6.25,5
null,Normal,1,31,RushZombie,10,SCATTER,6.25,5
null,Normal,1,31,ZzangDoleZombie,10,LINE_LEFT,6.25,5
null,Normal,1,31,BoomZombie,10,SCATTER,6.25,5
null,Normal,1,31,ZombieMan,21,SCATTER,6.25,5
null,Normal,1,31,ZombieWoman,15,SCATTER,6.25,5
null,Normal,1,32,PushZombie,15,SCATTER,6.5,5.25
null,Normal,1,32,RushZombie,5,SCATTER,6.5,5.25
null,Normal,1,32,ZzangDoleZombie,21,LINE_LEFT,6.5,5.25
null,Normal,1,32,BoomZombie,5,SCATTER,6.5,5.25
null,Normal,1,32,ZombieMan,15,SCATTER,6.5,5.25
null,Normal,1,32,ZombieWoman,15,SCATTER,6.5,5.25
null,Normal,1,33,PushZombie,21,SCATTER,6.75,5.5
null,Normal,1,33,RushZombie,5,SCATTER,6.75,5.5
null,Normal,1,33,ZzangDoleZombie,25,LINE_LEFT,6.75,5.5
null,Normal,1,33,BoomZombie,5,SCATTER,6.75,5.5
null,Normal,1,33,ZombieMan,10,SCATTER,6.75,5.5
null,Normal,1,33,ZombieWoman,10,SCATTER,6.75,5.5
null,Normal,1,34,PushZombie,5,SCATTER,7,5.5
null,Normal,1,34,RushZombie,21,SCATTER,7,5.5
null,Normal,1,34,ZzangDoleZombie,5,LINE_LEFT,7,5.5
null,Normal,1,34,BoomZombie,5,SCATTER,7,5.5
null,Normal,1,34,ZombieMan,21,SCATTER,7,5.5
null,Normal,1,34,ZombieWoman,21,SCATTER,7,5.5
null,Normal,1,35,PushZombie,31,SCATTER,7.5,6
null,Normal,1,35,RushZombie,5,SCATTER,7.5,6
null,Normal,1,35,ZzangDoleZombie,5,LINE_LEFT,7.5,6
null,Normal,1,35,BoomZombie,15,SCATTER,7.5,6
null,Normal,1,35,ZombieMan,10,SCATTER,7.5,6
null,Normal,1,35,ZombieWoman,10,SCATTER,7.5,6
null,Normal,1,35,BoomZombieBoss,1,SCATTER,12,6
null,Normal,1,35,RushZombieBoss,1,LINE_RIGHT,12,6
null,Normal,1,35,RushZombieBoss2,1,LINE_RIGHT,12,6
null,Normal,1,36,PushZombie,18,SCATTER,7.5,5.5
null,Normal,1,36,RushZombie,18,SCATTER,7.5,5.5
null,Normal,1,36,ZzangDoleZombie,14,LINE_LEFT,7.5,5.5
null,Normal,1,36,BoomZombie,10,SCATTER,7.5,5.5
null,Normal,1,36,ZombieMan,5,SCATTER,7.5,5.5
null,Normal,1,36,ZombieWoman,5,SCATTER,7.5,5.5
null,Normal,1,37,PushZombie,21,SCATTER,7.75,5.75
null,Normal,1,37,RushZombie,21,SCATTER,7.75,5.75
null,Normal,1,37,ZzangDoleZombie,15,LINE_LEFT,7.75,5.75
null,Normal,1,37,BoomZombie,10,SCATTER,7.75,5.75
null,Normal,1,37,ZombieMan,5,SCATTER,7.75,5.75
null,Normal,1,37,ZombieWoman,5,SCATTER,7.75,5.75
null,Normal,1,38,PushZombie,25,SCATTER,8,6
null,Normal,1,38,RushZombie,25,SCATTER,8,6
null,Normal,1,38,ZzangDoleZombie,31,LINE_LEFT,8,6
null,Normal,1,39,PushZombie,31,SCATTER,8.25,6.25
null,Normal,1,39,RushZombie,31,SCATTER,8.25,6.25
null,Normal,1,39,ZzangDoleZombie,21,LINE_LEFT,8.25,6.25
null,Normal,1,39,BoomZombie,5,SCATTER,8.25,6.25
null,Normal,1,40,PushZombie,25,SCATTER,8.75,6.75
null,Normal,1,40,RushZombie,25,SCATTER,8.75,6.75
null,Normal,1,40,ZzangDoleZombie,8,LINE_LEFT,8.75,6.75
null,Normal,1,40,BoomZombie,8,DIAMOND,8.75,6.75
null,Normal,1,40,ZombieMan,4,SCATTER,8.75,6.75
null,Normal,1,40,ZombieWoman,4,SCATTER,8.75,6.75
null,Normal,1,40,BoomZombieBoss,1,LINE_RIGHT,15,7.5
null,Normal,1,40,RushZombieBoss,1,FRONT_LINE,15,7.5
null,Normal,1,40,RushZombieBoss2,1,BOSS_LEFT,15,7.5
null,Normal,1,40,ZombieBoss,1,BOSS_RIGHT,15,7.5
null,Normal,1,41,PushZombie,23,DIAMOND,10,7.75
null,Normal,1,41,RushZombie,23,TRIANGLE,10,7.75
null,Normal,1,41,ZzangDoleZombie,7,LINE_LEFT,10,7.75
null,Normal,1,41,BoomZombie,8,SCATTER,10,7.75
null,Normal,1,41,ZombieMan,8,SCATTER,10,7.75
null,Normal,1,41,ZombieWoman,8,SCATTER,10,7.75
null,Normal,1,42,PushZombie,17,SCATTER,12,8
null,Normal,1,42,RushZombie,17,LINE_CENTER,12,8
null,Normal,1,42,ZzangDoleZombie,7,LINE_LEFT,12,8
null,Normal,1,42,BoomZombie,21,LINE_RIGHT,12,8
null,Normal,1,42,ZombieMan,8,SCATTER,12,8
null,Normal,1,42,ZombieWoman,8,SCATTER,12,8
null,Normal,1,43,PushZombie,17,LINE_RIGHT,13,8.25
null,Normal,1,43,RushZombie,17,LINE_CENTER,13,8.25
null,Normal,1,43,ZzangDoleZombie,8,LINE_LEFT,13,8.25
null,Normal,1,43,BoomZombie,23,SCATTER,13,8.25
null,Normal,1,43,ZombieMan,7,SCATTER,13,8.25
null,Normal,1,43,ZombieWoman,7,SCATTER,13,8.25
null,Normal,1,44,PushZombie,17,LINE_RIGHT,14,8.5
null,Normal,1,44,RushZombie,17,LINE_CENTER,14,8.5
null,Normal,1,44,ZzangDoleZombie,15,LINE_LEFT,14,8.5
null,Normal,1,44,BoomZombie,25,TRIANGLE,14,8.5
null,Normal,1,44,ZombieMan,2,SCATTER,14,8.5
null,Normal,1,44,ZombieWoman,2,SCATTER,14,8.5
null,Normal,1,45,PushZombie,12,TRIANGLE,15,9
null,Normal,1,45,RushZombie,12,DIAMOND,15,9
null,Normal,1,45,ZzangDoleZombie,29,LINE_LEFT,15,9
null,Normal,1,45,BoomZombie,8,SCATTER,15,9
null,Normal,1,45,ZombieMan,8,SCATTER,15,9
null,Normal,1,45,ZombieWoman,8,SCATTER,15,9
null,Normal,1,45,BoomZombieBoss,1,SCATTER,20,9
null,Normal,1,45,RushZombieBoss,1,FRONT_LINE,20,9
null,Normal,1,45,RushZombieBoss2,1,FRONT_LINE,20,9
null,Normal,1,45,ZzangDoleZombieBoss,1,LINE_RIGHT,20,9
null,Normal,1,46,PushZombie,12,DIAMOND,16,9
null,Normal,1,46,RushZombie,12,TRIANGLE,16,9
null,Normal,1,46,ZzangDoleZombie,12,LINE_LEFT,16,9
null,Normal,1,46,BoomZombie,12,SCATTER,16,9
null,Normal,1,46,ZombieMan,17,SCATTER,16,9
null,Normal,1,46,ZombieWoman,17,SCATTER,16,9
null,Normal,1,47,PushZombie,17,TRIANGLE,17,9
null,Normal,1,47,RushZombie,17,DIAMOND,17,9
null,Normal,1,47,ZzangDoleZombie,12,LINE_LEFT,17,9
null,Normal,1,47,BoomZombie,12,SCATTER,17,9
null,Normal,1,47,ZombieMan,12,SCATTER,17,9
null,Normal,1,47,ZombieWoman,12,SCATTER,17,9
null,Normal,1,48,PushZombie,12,DIAMOND,18,9.5
null,Normal,1,48,RushZombie,12,TRIANGLE,18,9.5
null,Normal,1,48,ZzangDoleZombie,21,LINE_LEFT,18,9.5
null,Normal,1,48,BoomZombie,12,SCATTER,18,9.5
null,Normal,1,48,ZombieMan,12,SCATTER,18,9.5
null,Normal,1,48,ZombieWoman,12,SCATTER,18,9.5
null,Normal,1,49,PushZombie,12,TRIANGLE,19,9.5
null,Normal,1,49,RushZombie,21,DIAMOND,19,9.5
null,Normal,1,49,ZzangDoleZombie,12,LINE_LEFT,19,9.5
null,Normal,1,49,BoomZombie,12,SCATTER,19,9.5
null,Normal,1,49,ZombieMan,12,SCATTER,19,9.5
null,Normal,1,49,ZombieWoman,12,SCATTER,19,9.5
null,Normal,1,50,PushZombie,21,DIAMOND,20,10
null,Normal,1,50,RushZombie,12,SCATTER,20,10
null,Normal,1,50,ZzangDoleZombie,12,LINE_LEFT,20,10
null,Normal,1,50,BoomZombie,12,TRIANGLE,20,10
null,Normal,1,50,ZombieMan,12,SCATTER,20,10
null,Normal,1,50,ZombieWoman,12,SCATTER,20,10
null,Normal,1,50,RushZombieBoss,1,FRONT_LINE,25,10
null,Normal,1,50,RushZombieBoss2,1,FRONT_LINE,25,10
null,Normal,1,50,PushZombieBoss,1,LINE_RIGHT,25,10
null,Normal,1,50,ZombieBoss,3,SCATTER,25,10
null,Normal,1,50,ZzangDoleZombieBoss,3,LINE_LEFT,25,10
null,Normal,1,50,BoomZombieBoss,1,SCATTER,25,10
null,Hard,1,1,RushZombie,15,SCATTER,0.25,0.25
null,Hard,1,2,RushZombie,20,SCATTER,0.4,0.4
null,Hard,1,3,RushZombie,25,SCATTER,0.5,0.5
null,Hard,1,4,RushZombie,30,SCATTER,0.6,0.6
null,Hard,1,5,RushZombie,25,SCATTER,0.7,0.7
null,Hard,1,5,ZzangDoleZombie,10,LINE_LEFT,0.8,0.8
null,Hard,1,5,ZombieBoss,1,BOSS_LEFT,1,0.8
null,Hard,1,6,RushZombie,40,SCATTER,1.1,0.9
null,Hard,1,7,RushZombie,45,SCATTER,1.2,0.95
null,Hard,1,8,RushZombie,50,WAVE_PATTERN,1.3,1
null,Hard,1,9,ZzangDoleZombie,10,LINE_LEFT,1.4,1
null,Hard,1,9,RushZombie,40,WAVE_PATTERN,1.4,1
null,Hard,1,10,ZzangDoleZombie,9,LINE_LEFT,1.5,1.15
null,Hard,1,10,RushZombie,57,WAVE_PATTERN,1.5,1.15
null,Hard,1,10,ZzangDoleZombieBoss,1,BOSS_LEFT,1.5,1.15
null,Hard,1,10,ZombieBoss,1,BOSS_RIGHT,1.5,1.15
null,Hard,1,11,ZzangDoleZombie,10,LINE_LEFT,1.85,1.25
null,Hard,1,11,RushZombie,30,LINE_CENTER,1.85,1.25
null,Hard,1,11,ZombieWoman,25,LINE_RIGHT,1.85,1.25
null,Hard,1,12,ZzangDoleZombie,10,LINE_LEFT,1.95,1.38
null,Hard,1,12,RushZombie,30,FRONT_LINE,1.95,1.38
null,Hard,1,12,ZombieWoman,30,LINE_RIGHT,1.95,1.38
null,Hard,1,13,ZzangDoleZombie,15,LINE_LEFT,2.05,1.5
null,Hard,1,13,RushZombie,30,FRONT_LINE,2.05,1.5
null,Hard,1,13,ZombieWoman,30,LINE_RIGHT,2.05,1.5
null,Hard,1,14,ZzangDoleZombie,15,LINE_LEFT,2.185,1.61
null,Hard,1,14,RushZombie,30,DIAMOND,2.185,1.61
null,Hard,1,14,ZombieWoman,30,SCATTER,2.185,1.61
null,Hard,1,15,ZzangDoleZombieBoss,1,BOSS_RIGHT,3.45,1.725
null,Hard,1,15,PushZombieBoss,1,BOSS_LEFT,3.45,1.725
null,Hard,1,15,ZzangDoleZombie,15,LINE_LEFT,2.4,1.725
null,Hard,1,15,PushZombie,10,LINE_RIGHT,2.4,1.725
null,Hard,1,15,RushZombie,25,GUARD_FORMATION,2.4,1.725
null,Hard,1,15,ZombieWoman,25,SCATTER,2.4,1.725
null,Hard,1,16,RushZombie,30,FRONT_LINE,2.5,1.85
null,Hard,1,16,ZzangDoleZombie,15,LINE_RIGHT,2.5,1.85
null,Hard,1,16,ZombieWoman,30,SCATTER,2.5,1.85
null,Hard,1,17,RushZombie,30,SCATTER,2.6,2
null,Hard,1,17,ZombieWoman,30,SCATTER,2.6,2
null,Hard,1,17,PushZombie,15,LINE_CENTER,2.6,2
null,Hard,1,18,ZombieWoman,35,SCATTER,2.8,2.1
null,Hard,1,18,PushZombie,21,LINE_CENTER,2.8,2.1
null,Hard,1,18,ZzangDoleZombie,21,LINE_RIGHT,2.8,2.1
null,Hard,1,19,PushZombie,25,LINE_CENTER,3,2.2
null,Hard,1,19,ZombieWoman,15,LINE_CENTER,3,2.2
null,Hard,1,19,RushZombie,15,LINE_RIGHT,3,2.2
null,Hard,1,19,ZzangDoleZombie,21,LINE_LEFT,3,2.2
null,Hard,1,20,ZombieWoman,21,LINE_CENTER,3.5,2.5
null,Hard,1,20,ZzangDoleZombie,15,LINE_LEFT,3.5,2.5
null,Hard,1,20,RushZombie,25,SCATTER,3.5,2.5
null,Hard,1,20,PushZombie,15,DIAMOND,3.5,2.5
null,Hard,1,20,PushZombieBoss,1,BOSS_LEFT,7,2.5
null,Hard,1,20,BoomZombieBoss,1,BOSS_RIGHT,7,2.5
null,Hard,1,21,PushZombie,15,LINE_RIGHT,3.65,2.65
null,Hard,1,21,RushZombie,46,DIAMOND,3.65,2.65
null,Hard,1,21,ZzangDoleZombie,15,LINE_LEFT,3.65,2.65
null,Hard,1,22,PushZombie,15,LINE_RIGHT,3.8,2.8
null,Hard,1,22,RushZombie,41,GUARD_FORMATION,3.8,2.8
null,Hard,1,22,ZzangDoleZombie,21,LINE_LEFT,3.8,2.8
null,Hard,1,23,PushZombie,18,LINE_RIGHT,4,3
null,Hard,1,23,RushZombie,41,FRONT_LINE,4,3
null,Hard,1,23,ZzangDoleZombie,17,LINE_LEFT,4,3
null,Hard,1,24,PushZombie,21,LINE_RIGHT,4.2,3.25
null,Hard,1,24,RushZombie,46,LINE_RIGHT,4.2,3.25
null,Hard,1,24,ZzangDoleZombie,10,LINE_LEFT,4.2,3.25
null,Hard,1,25,PushZombie,13,LINE_RIGHT,4.5,4
null,Hard,1,25,RushZombie,26,WAVE_PATTERN,4.5,4
null,Hard,1,25,ZzangDoleZombie,13,LINE_LEFT,4.5,4
null,Hard,1,25,RushZombie,13,SCATTER,4.5,4
null,Hard,1,25,RushZombieBoss,1,SCATTER,9,4
null,Hard,1,25,RushZombieBoss2,1,SCATTER,9,4
null,Hard,1,26,RushZombie,21,SCATTER,5,4.25
null,Hard,1,26,ZzangDoleZombie,13,LINE_LEFT,5,4.25
null,Hard,1,26,PushZombie,21,LINE_RIGHT,5,4.25
null,Hard,1,26,BoomZombie,9,DIAMOND,5,4.25
null,Hard,1,27,RushZombie,21,DIAMOND,5.2,4.5
null,Hard,1,27,ZzangDoleZombie,18,LINE_LEFT,5.2,4.5
null,Hard,1,27,PushZombie,18,LINE_RIGHT,5.2,4.5
null,Hard,1,27,BoomZombie,9,TRIANGLE,5.2,4.5
null,Hard,1,28,RushZombie,13,SCATTER,5.5,4.75
null,Hard,1,28,ZzangDoleZombie,13,LINE_LEFT,5.5,4.75
null,Hard,1,28,PushZombie,18,LINE_RIGHT,5.5,4.75
null,Hard,1,28,RushZombie,13,SCATTER,5.5,4.75
null,Hard,1,28,BoomZombie,9,TRIANGLE,5.5,4.75
null,Hard,1,29,RushZombie,13,SCATTER,5.7,5
null,Hard,1,29,ZzangDoleZombie,13,LINE_LEFT,5.7,5
null,Hard,1,29,PushZombie,18,LINE_RIGHT,5.7,5
null,Hard,1,29,BoomZombie,11,DIAMOND,5.7,5
null,Hard,1,29,RushZombie,13,SCATTER,5.7,5
null,Hard,1,30,BoomZombie,15,SCATTER,6,5.5
null,Hard,1,30,ZzangDoleZombie,15,LINE_LEFT,6,5.5
null,Hard,1,30,PushZombieBoss,1,LINE_RIGHT,11,5.5
null,Hard,1,30,RushZombieBoss,1,SCATTER,11,5.5
null,Hard,1,30,RushZombieBoss2,1,SCATTER,11,5.5
null,Hard,1,30,PushZombie,21,LINE_RIGHT,6,5.5
null,Hard,1,30,RushZombie,25,SCATTER,6,5.5
null,Hard,1,31,PushZombie,10,SCATTER,6.25,5
null,Hard,1,31,RushZombie,10,SCATTER,6.25,5
null,Hard,1,31,ZzangDoleZombie,10,LINE_LEFT,6.25,5
null,Hard,1,31,BoomZombie,10,SCATTER,6.25,5
null,Hard,1,31,RushZombie,21,SCATTER,6.25,5
null,Hard,1,31,ZombieWoman,15,SCATTER,6.25,5
null,Hard,1,32,PushZombie,15,SCATTER,6.5,5.25
null,Hard,1,32,RushZombie,5,SCATTER,6.5,5.25
null,Hard,1,32,ZzangDoleZombie,21,LINE_LEFT,6.5,5.25
null,Hard,1,32,BoomZombie,5,SCATTER,6.5,5.25
null,Hard,1,32,RushZombie,15,SCATTER,6.5,5.25
null,Hard,1,32,ZombieWoman,15,SCATTER,6.5,5.25
null,Hard,1,33,PushZombie,21,SCATTER,6.75,5.5
null,Hard,1,33,RushZombie,5,SCATTER,6.75,5.5
null,Hard,1,33,ZzangDoleZombie,25,LINE_LEFT,6.75,5.5
null,Hard,1,33,BoomZombie,5,SCATTER,6.75,5.5
null,Hard,1,33,ZombieMan,10,SCATTER,6.75,5.5
null,Hard,1,33,ZombieWoman,10,SCATTER,6.75,5.5
null,Hard,1,34,PushZombie,5,SCATTER,7,5.5
null,Hard,1,34,RushZombie,21,SCATTER,7,5.5
null,Hard,1,34,ZzangDoleZombie,5,LINE_LEFT,7,5.5
null,Hard,1,34,BoomZombie,5,SCATTER,7,5.5
null,Hard,1,34,ZombieMan,21,SCATTER,7,5.5
null,Hard,1,34,ZombieWoman,21,SCATTER,7,5.5
null,Hard,1,35,PushZombie,31,SCATTER,7.5,6
null,Hard,1,35,RushZombie,5,SCATTER,7.5,6
null,Hard,1,35,ZzangDoleZombie,5,LINE_LEFT,7.5,6
null,Hard,1,35,BoomZombie,15,SCATTER,7.5,6
null,Hard,1,35,ZombieMan,10,SCATTER,7.5,6
null,Hard,1,35,ZombieWoman,10,SCATTER,7.5,6
null,Hard,1,35,BoomZombieBoss,1,SCATTER,12,6
null,Hard,1,35,RushZombieBoss,1,LINE_RIGHT,12,6
null,Hard,1,35,RushZombieBoss2,1,LINE_RIGHT,12,6
null,Hard,1,36,PushZombie,18,SCATTER,7.5,5.5
null,Hard,1,36,RushZombie,18,SCATTER,7.5,5.5
null,Hard,1,36,ZzangDoleZombie,14,LINE_LEFT,7.5,5.5
null,Hard,1,36,BoomZombie,10,SCATTER,7.5,5.5
null,Hard,1,36,ZombieMan,5,SCATTER,7.5,5.5
null,Hard,1,36,ZombieWoman,5,SCATTER,7.5,5.5
null,Hard,1,37,PushZombie,21,SCATTER,7.75,5.75
null,Hard,1,37,RushZombie,21,SCATTER,7.75,5.75
null,Hard,1,37,ZzangDoleZombie,15,LINE_LEFT,7.75,5.75
null,Hard,1,37,BoomZombie,10,SCATTER,7.75,5.75
null,Hard,1,37,ZombieMan,5,SCATTER,7.75,5.75
null,Hard,1,37,ZombieWoman,5,SCATTER,7.75,5.75
null,Hard,1,38,PushZombie,25,SCATTER,8,6
null,Hard,1,38,RushZombie,25,SCATTER,8,6
null,Hard,1,38,ZzangDoleZombie,31,LINE_LEFT,8,6
null,Hard,1,39,PushZombie,31,SCATTER,8.25,6.25
null,Hard,1,39,RushZombie,31,SCATTER,8.25,6.25
null,Hard,1,39,ZzangDoleZombie,21,LINE_LEFT,8.25,6.25
null,Hard,1,39,BoomZombie,5,SCATTER,8.25,6.25
null,Hard,1,40,PushZombie,25,SCATTER,8.75,6.75
null,Hard,1,40,RushZombie,25,SCATTER,8.75,6.75
null,Hard,1,40,ZzangDoleZombie,8,LINE_LEFT,8.75,6.75
null,Hard,1,40,BoomZombie,8,DIAMOND,8.75,6.75
null,Hard,1,40,ZombieMan,4,SCATTER,8.75,6.75
null,Hard,1,40,ZombieWoman,4,SCATTER,8.75,6.75
null,Hard,1,40,BoomZombieBoss,1,LINE_RIGHT,15,7.5
null,Hard,1,40,RushZombieBoss,1,FRONT_LINE,15,7.5
null,Hard,1,40,RushZombieBoss2,1,BOSS_LEFT,15,7.5
null,Hard,1,40,ZombieBoss,1,BOSS_RIGHT,15,7.5
null,Hard,1,41,PushZombie,23,DIAMOND,10,7.75
null,Hard,1,41,RushZombie,23,TRIANGLE,10,7.75
null,Hard,1,41,ZzangDoleZombie,7,LINE_LEFT,10,7.75
null,Hard,1,41,BoomZombie,8,SCATTER,10,7.75
null,Hard,1,41,ZombieMan,8,SCATTER,10,7.75
null,Hard,1,41,ZombieWoman,8,SCATTER,10,7.75
null,Hard,1,42,PushZombie,17,SCATTER,12,8
null,Hard,1,42,RushZombie,17,LINE_CENTER,12,8
null,Hard,1,42,ZzangDoleZombie,7,LINE_LEFT,12,8
null,Hard,1,42,BoomZombie,21,LINE_RIGHT,12,8
null,Hard,1,42,ZombieMan,8,SCATTER,12,8
null,Hard,1,42,ZombieWoman,8,SCATTER,12,8
null,Hard,1,43,PushZombie,17,LINE_RIGHT,13,8.25
null,Hard,1,43,RushZombie,17,LINE_CENTER,13,8.25
null,Hard,1,43,ZzangDoleZombie,8,LINE_LEFT,13,8.25
null,Hard,1,43,BoomZombie,23,SCATTER,13,8.25
null,Hard,1,43,ZombieMan,7,SCATTER,13,8.25
null,Hard,1,43,ZombieWoman,7,SCATTER,13,8.25
null,Hard,1,44,PushZombie,17,LINE_RIGHT,14,8.5
null,Hard,1,44,RushZombie,17,LINE_CENTER,14,8.5
