null,mode,stage,wave,enemy_type,count,formation_type,hp_multiplier,attack_multiplier
null,Normal,2,8,ZzangDoleZombie,3,LINE_LEFT,0.82,1.2
null,Normal,2,9,ZombieMan,23,SCATTER,0.86,1.26
null,Normal,2,9,ZzangDoleZombie,4,LINE_LEFT,0.86,1.26
null,Normal,2,9,RushZombie,2,SCATTER,0.86,1.26
null,Normal,2,10,ZombieMan,19,SCATTER,0.9,1.32
null,Normal,2,10,ZzangDoleZombie,4,LINE_LEFT,0.9,1.32
null,Normal,2,10,RushZombie,2,SCATTER,0.9,1.32
null,Normal,2,10,ZzangDoleZombieBoss,1,LINE_LEFT,0.9,1.32
null,Normal,3,1,ZombieMan,17,SCATTER,0.59,0.78
null,Normal,3,2,ZombieMan,19,SCATTER,0.64,0.85
null,Normal,3,3,ZombieMan,20,SCATTER,0.69,0.92
null,Normal,3,4,ZombieMan,20,SCATTER,0.74,0.99
null,Normal,3,4,ZzangDoleZombie,2,LINE_LEFT,0.74,0.99
null,Normal,3,5,ZombieMan,17,SCATTER,0.79,1.06
null,Normal,3,5,ZzangDoleZombie,2,LINE_LEFT,0.79,1.06
null,Normal,3,5,ZzangDoleZombieBoss,1,LINE_LEFT,0.79,1.06
null,Normal,3,6,ZombieMan,23,SCATTER,0.85,1.13
null,Normal,3,6,ZzangDoleZombie,2,LINE_LEFT,0.85,1.13
null,Normal,3,7,ZombieMan,24,SCATTER,0.9,1.2
null,Normal,3,7,ZzangDoleZombie,3,LINE_LEFT,0.9,1.2
null,Normal,3,8,ZombieMan,25,SCATTER,0.95,1.27
null,Normal,3,8,ZzangDoleZombie,3,LINE_LEFT,0.95,1.27
null,Normal,3,9,ZombieMan,23,SCATTER,1.0,1.34
null,Normal,3,9,ZzangDoleZombie,4,LINE_LEFT,1.0,1.34
null,Normal,3,9,PushZombie,2,LINE_RIGHT,1.0,1.34
null,Normal,3,10,ZombieMan,18,SCATTER,1.05,1.41
null,Normal,3,10,ZzangDoleZombie,4,LINE_LEFT,1.05,1.41
null,Normal,3,10,PushZombie,2,LINE_RIGHT,1.05,1.41
null,Normal,3,10,ZombieBoss,1,LINE_LEFT,1.05,1.41
null,Normal,3,11,ZombieMan,26,SCATTER,1.11,1.48
null,Normal,3,11,ZzangDoleZombie,4,LINE_LEFT,1.11,1.48
null,Normal,3,11,PushZombie,2,LINE_RIGHT,1.11,1.48
null,Normal,3,12,ZombieMan,25,SCATTER,1.16,1.55
null,Normal,3,12,ZzangDoleZombie,5,LINE_LEFT,1.16,1.55
null,Normal,3,12,PushZombie,3,LINE_RIGHT,1.16,1.55
null,Normal,3,13,ZombieMan,27,SCATTER,1.21,1.62
null,Normal,3,13,ZzangDoleZombie,5,LINE_LEFT,1.21,1.62
null,Normal,3,13,PushZombie,3,LINE_RIGHT,1.21,1.62
null,Normal,3,14,ZombieMan,26,SCATTER,1.26,1.68
null,Normal,3,14,ZzangDoleZombie,6,LINE_LEFT,1.26,1.68
null,Normal,3,14,PushZombie,4,LINE_RIGHT,1.26,1.68
null,Normal,3,15,ZombieMan,20,SCATTER,1.32,1.75
null,Normal,3,15,ZzangDoleZombie,6,LINE_LEFT,1.32,1.75
null,Normal,3,15,PushZombie,4,LINE_RIGHT,1.32,1.75
null,Normal,3,15,PushZombieBoss,1,LINE_LEFT,1.32,1.75
null,Normal,4,1,ZombieMan,17,SCATTER,0.64,0.78
null,Normal,4,2,ZombieMan,19,SCATTER,0.71,0.87
null,Normal,4,3,ZombieMan,20,SCATTER,0.77,0.95
null,Normal,4,4,ZombieMan,19,SCATTER,0.84,1.03
null,Normal,4,4,RushZombie,2,SCATTER,0.84,1.03
null,Normal,4,5,ZombieMan,15,SCATTER,0.91,1.12
null,Normal,4,5,RushZombie,2,SCATTER,0.91,1.12
null,Normal,4,5,RushZombieBoss,1,LINE_LEFT,0.91,1.12
null,Normal,4,6,ZombieMan,22,SCATTER,0.98,1.2
null,Normal,4,6,RushZombie,2,SCATTER,0.98,1.2
null,Normal,4,7,ZombieMan,22,SCATTER,1.05,1.29
null,Normal,4,7,RushZombie,3,SCATTER,1.05,1.29
null,Normal,4,8,ZombieMan,23,SCATTER,1.12,1.37
null,Normal,4,8,RushZombie,3,SCATTER,1.12,1.37
null,Normal,4,9,ZombieMan,20,SCATTER,1.18,1.45
null,Normal,4,9,RushZombie,4,SCATTER,1.18,1.45
null,Normal,4,9,PushZombie,2,LINE_RIGHT,1.18,1.45
null,Normal,4,10,ZombieMan,15,SCATTER,1.25,1.54
null,Normal,4,10,RushZombie,4,SCATTER,1.25,1.54
null,Normal,4,10,PushZombie,2,LINE_RIGHT,1.25,1.54
null,Normal,4,10,PushZombieBoss,1,LINE_LEFT,1.25,1.54
null,Normal,4,11,ZombieMan,23,SCATTER,1.32,1.62
null,Normal,4,11,RushZombie,4,SCATTER,1.32,1.62
null,Normal,4,11,PushZombie,2,LINE_RIGHT,1.32,1.62
null,Normal,4,12,ZombieMan,21,SCATTER,1.39,1.7
null,Normal,4,12,RushZombie,5,SCATTER,1.39,1.7
null,Normal,4,12,PushZombie,3,LINE_RIGHT,1.39,1.7
null,Normal,4,13,ZombieMan,23,SCATTER,1.46,1.79
null,Normal,4,13,RushZombie,5,SCATTER,1.46,1.79
null,Normal,4,13,PushZombie,3,LINE_RIGHT,1.46,1.79
null,Normal,4,14,ZombieMan,21,SCATTER,1.52,1.87
null,Normal,4,14,RushZombie,6,SCATTER,1.52,1.87
null,Normal,4,14,PushZombie,4,LINE_RIGHT,1.52,1.87
null,Normal,4,15,ZombieMan,15,SCATTER,1.59,1.95
null,Normal,4,15,RushZombie,6,SCATTER,1.59,1.95
null,Normal,4,15,PushZombie,4,LINE_RIGHT,1.59,1.95
null,Normal,4,15,RushZombieBoss,1,LINE_LEFT,1.59,1.95
null,Normal,5,1,ZombieMan,17,SCATTER,0.69,0.8
null,Normal,5,2,ZombieMan,19,SCATTER,0.77,0.89
null,Normal,5,3,ZombieMan,20,SCATTER,0.86,0.99
null,Normal,5,4,ZombieMan,20,SCATTER,0.94,1.09
null,Normal,5,4,ZzangDoleZombie,2,LINE_LEFT,0.94,1.09
null,Normal,5,5,ZombieMan,17,SCATTER,1.03,1.19
null,Normal,5,5,ZzangDoleZombie,2,LINE_LEFT,1.03,1.19
null,Normal,5,5,ZzangDoleZombieBoss,1,LINE_LEFT,1.03,1.19
null,Normal,5,6,ZombieMan,23,SCATTER,1.11,1.28
null,Normal,5,6,ZzangDoleZombie,2,LINE_LEFT,1.11,1.28
null,Normal,5,7,ZombieMan,24,SCATTER,1.2,1.38
null,Normal,5,7,ZzangDoleZombie,3,LINE_LEFT,1.2,1.38
null,Normal,5,8,ZombieMan,25,SCATTER,1.28,1.48
null,Normal,5,8,ZzangDoleZombie,3,LINE_LEFT,1.28,1.48
null,Normal,5,9,ZombieMan,23,SCATTER,1.37,1.58
null,Normal,5,9,ZzangDoleZombie,4,LINE_LEFT,1.37,1.58
null,Normal,5,9,BoomZombie,2,SCATTER,1.37,1.58
null,Normal,5,10,ZombieMan,19,SCATTER,1.45,1.67
null,Normal,5,10,ZzangDoleZombie,4,LINE_LEFT,1.45,1.67
null,Normal,5,10,BoomZombie,2,SCATTER,1.45,1.67
null,Normal,5,10,BoomZombieBoss,1,LINE_LEFT,1.45,1.67
null,Normal,5,11,ZombieMan,26,SCATTER,1.53,1.77
null,Normal,5,11,ZzangDoleZombie,4,LINE_LEFT,1.53,1.77
null,Normal,5,11,BoomZombie,2,SCATTER,1.53,1.77
null,Normal,5,12,ZombieMan,26,SCATTER,1.62,1.87
null,Normal,5,12,ZzangDoleZombie,5,LINE_LEFT,1.62,1.87
null,Normal,5,12,BoomZombie,3,SCATTER,1.62,1.87
null,Normal,5,13,ZombieMan,27,SCATTER,1.7,1.97
null,Normal,5,13,ZzangDoleZombie,5,LINE_LEFT,1.7,1.97
null,Normal,5,13,BoomZombie,3,SCATTER,1.7,1.97
null,Normal,5,14,ZombieMan,26,SCATTER,1.79,2.06
null,Normal,5,14,ZzangDoleZombie,6,LINE_LEFT,1.79,2.06
null,Normal,5,14,BoomZombie,4,SCATTER,1.79,2.06
null,Normal,5,15,ZombieMan,20,SCATTER,1.87,2.16
null,Normal,5,15,ZzangDoleZombie,6,LINE_LEFT,1.87,2.16
null,Normal,5,15,BoomZombie,4,SCATTER,1.87,2.16
null,Normal,5,15,ZombieBoss,1,LINE_LEFT,1.87,2.16
null,Normal,5,16,ZombieMan,29,SCATTER,1.96,2.26
null,Normal,5,16,ZzangDoleZombie,6,LINE_LEFT,1.96,2.26
null,Normal,5,16,BoomZombie,4,SCATTER,1.96,2.26
null,Normal,5,17,ZombieMan,29,SCATTER,2.04,2.35
null,Normal,5,17,ZzangDoleZombie,7,LINE_LEFT,2.04,2.35
null,Normal,5,17,BoomZombie,5,SCATTER,2.04,2.35
null,Normal,5,18,ZombieMan,30,SCATTER,2.13,2.45
null,Normal,5,18,ZzangDoleZombie,7,LINE_LEFT,2.13,2.45
null,Normal,5,18,BoomZombie,5,SCATTER,2.13,2.45
null,Normal,5,19,ZombieMan,29,SCATTER,2.21,2.55
null,Normal,5,19,ZzangDoleZombie,8,LINE_LEFT,2.21,2.55
null,Normal,5,19,BoomZombie,6,SCATTER,2.21,2.55
null,Normal,5,20,ZombieMan,22,SCATTER,2.29,2.65
null,Normal,5,20,ZzangDoleZombie,8,LINE_LEFT,2.29,2.65
null,Normal,5,20,BoomZombie,6,SCATTER,2.29,2.65
null,Normal,5,20,BoomZombieBoss,1,LINE_LEFT,2.29,2.65
null,Normal,6,1,ZombieMan,17,SCATTER,0.74,0.78
null,Normal,6,2,ZombieMan,19,SCATTER,0.85,0.9
null,Normal,6,3,ZombieMan,20,SCATTER,0.96,1.02
null,Normal,6,4,ZombieMan,19,SCATTER,1.07,1.14
null,Normal,6,4,RushZombie,2,SCATTER,1.07,1.14
null,Normal,6,5,ZombieMan,15,SCATTER,1.18,1.26
null,Normal,6,5,RushZombie,2,SCATTER,1.18,1.26
null,Normal,6,5,RushZombieBoss,1,LINE_LEFT,1.18,1.26
null,Normal,6,6,ZombieMan,22,SCATTER,1.3,1.38
null,Normal,6,6,RushZombie,2,SCATTER,1.3,1.38
null,Normal,6,7,ZombieMan,22,SCATTER,1.41,1.5
null,Normal,6,7,RushZombie,3,SCATTER,1.41,1.5
null,Normal,6,8,ZombieMan,23,SCATTER,1.52,1.61
null,Normal,6,8,RushZombie,3,SCATTER,1.52,1.61
null,Normal,6,9,ZombieMan,20,SCATTER,1.63,1.73
null,Normal,6,9,RushZombie,4,SCATTER,1.63,1.73
null,Normal,6,9,BoomZombie,2,SCATTER,1.63,1.73
null,Normal,6,10,ZombieMan,15,SCATTER,1.74,1.85
null,Normal,6,10,RushZombie,4,SCATTER,1.74,1.85
null,Normal,6,10,BoomZombie,2,SCATTER,1.74,1.85
null,Normal,6,10,BoomZombieBoss,1,LINE_LEFT,1.74,1.85
null,Normal,6,11,ZombieMan,23,SCATTER,1.86,1.97
null,Normal,6,11,RushZombie,4,SCATTER,1.86,1.97
null,Normal,6,11,BoomZombie,2,SCATTER,1.86,1.97
null,Normal,6,12,ZombieMan,22,SCATTER,1.97,2.09
null,Normal,6,12,RushZombie,5,SCATTER,1.97,2.09
null,Normal,6,12,BoomZombie,3,SCATTER,1.97,2.09
null,Normal,6,13,ZombieMan,23,SCATTER,2.08,2.21
null,Normal,6,13,RushZombie,5,SCATTER,2.08,2.21
null,Normal,6,13,BoomZombie,3,SCATTER,2.08,2.21
null,Normal,6,14,ZombieMan,22,SCATTER,2.19,2.33
null,Normal,6,14,RushZombie,6,SCATTER,2.19,2.33
null,Normal,6,14,BoomZombie,4,SCATTER,2.19,2.33
null,Normal,6,15,ZombieMan,15,SCATTER,2.3,2.45
null,Normal,6,15,RushZombie,6,SCATTER,2.3,2.45
null,Normal,6,15,BoomZombie,4,SCATTER,2.3,2.45
null,Normal,6,15,RushZombieBoss2,1,LINE_LEFT,2.3,2.45
null,Normal,6,16,ZombieMan,25,SCATTER,2.42,2.57
null,Normal,6,16,RushZombie,6,SCATTER,2.42,2.57
null,Normal,6,16,BoomZombie,4,SCATTER,2.42,2.57
null,Normal,6,17,ZombieMan,23,SCATTER,2.53,2.69
null,Normal,6,17,RushZombie,7,SCATTER,2.53,2.69
null,Normal,6,17,BoomZombie,5,SCATTER,2.53,2.69
null,Normal,6,18,ZombieMan,25,SCATTER,2.64,2.8
null,Normal,6,18,RushZombie,7,SCATTER,2.64,2.8
null,Normal,6,18,BoomZombie,5,SCATTER,2.64,2.8
null,Normal,6,19,ZombieMan,23,SCATTER,2.75,2.92
null,Normal,6,19,RushZombie,8,SCATTER,2.75,2.92
null,Normal,6,19,BoomZombie,6,SCATTER,2.75,2.92
null,Normal,6,20,ZombieMan,15,SCATTER,2.86,3.04
null,Normal,6,20,RushZombie,8,SCATTER,2.86,3.04
null,Normal,6,20,BoomZombie,6,SCATTER,2.86,3.04
null,Normal,6,20,BoomZombieBoss,1,LINE_LEFT,2.86,3.04
null,Normal,7,1,ZombieMan,17,SCATTER,0.78,0.82
null,Normal,7,2,ZombieMan,19,SCATTER,0.92,0.97
null,Normal,7,3,ZombieMan,20,SCATTER,1.06,1.12
null,Normal,7,4,ZombieMan,18,SCATTER,1.21,1.27
null,Normal,7,4,PushZombie,2,LINE_RIGHT,1.21,1.27
null,Normal,7,5,ZombieMan,15,SCATTER,1.35,1.42
null,Normal,7,5,PushZombie,2,LINE_RIGHT,1.35,1.42
null,Normal,7,5,PushZombieBoss,1,LINE_LEFT,1.35,1.42
null,Normal,7,6,ZombieMan,21,SCATTER,1.49,1.57
null,Normal,7,6,PushZombie,2,LINE_RIGHT,1.49,1.57
null,Normal,7,7,ZombieMan,21,SCATTER,1.63,1.72
null,Normal,7,7,PushZombie,3,LINE_RIGHT,1.63,1.72
null,Normal,7,8,ZombieMan,23,SCATTER,1.78,1.87
null,Normal,7,8,PushZombie,3,LINE_RIGHT,1.78,1.87
null,Normal,7,9,ZombieMan,20,SCATTER,1.92,2.02
null,Normal,7,9,PushZombie,4,LINE_RIGHT,1.92,2.02
null,Normal,7,9,BoomZombie,2,SCATTER,1.92,2.02
null,Normal,7,10,ZombieMan,15,SCATTER,2.06,2.17
null,Normal,7,10,PushZombie,4,LINE_RIGHT,2.06,2.17
null,Normal,7,10,BoomZombie,2,SCATTER,2.06,2.17
null,Normal,7,10,BoomZombieBoss,1,LINE_LEFT,2.06,2.17
null,Normal,7,11,ZombieMan,23,SCATTER,2.2,2.32
null,Normal,7,11,PushZombie,4,LINE_RIGHT,2.2,2.32
null,Normal,7,11,BoomZombie,2,SCATTER,2.2,2.32
null,Normal,7,12,ZombieMan,21,SCATTER,2.35,2.47
null,Normal,7,12,PushZombie,5,LINE_RIGHT,2.35,2.47
null,Normal,7,12,BoomZombie,3,SCATTER,2.35,2.47
null,Normal,7,13,ZombieMan,23,SCATTER,2.49,2.62
null,Normal,7,13,PushZombie,5,LINE_RIGHT,2.49,2.62
null,Normal,7,13,BoomZombie,3,SCATTER,2.49,2.62
null,Normal,7,14,ZombieMan,21,SCATTER,2.63,2.77
null,Normal,7,14,PushZombie,6,LINE_RIGHT,2.63,2.77
null,Normal,7,14,BoomZombie,4,SCATTER,2.63,2.77
null,Normal,7,15,ZombieMan,15,SCATTER,2.77,2.92
null,Normal,7,15,PushZombie,6,LINE_RIGHT,2.77,2.92
null,Normal,7,15,BoomZombie,4,SCATTER,2.77,2.92
null,Normal,7,15,PushZombieBoss,1,LINE_LEFT,2.77,2.92
null,Normal,7,16,ZombieMan,24,SCATTER,2.92,3.07
null,Normal,7,16,PushZombie,6,LINE_RIGHT,2.92,3.07
null,Normal,7,16,BoomZombie,4,SCATTER,2.92,3.07
null,Normal,7,17,ZombieMan,22,SCATTER,3.06,3.22
null,Normal,7,17,PushZombie,7,LINE_RIGHT,3.06,3.22
null,Normal,7,17,BoomZombie,5,SCATTER,3.06,3.22
null,Normal,7,18,ZombieMan,24,SCATTER,3.2,3.37
null,Normal,7,18,PushZombie,7,LINE_RIGHT,3.2,3.37
null,Normal,7,18,BoomZombie,5,SCATTER,3.2,3.37
null,Normal,7,19,ZombieMan,22,SCATTER,3.34,3.52
null,Normal,7,19,PushZombie,8,LINE_RIGHT,3.34,3.52
null,Normal,7,19,BoomZombie,6,SCATTER,3.34,3.52
null,Normal,7,20,ZombieMan,15,SCATTER,3.49,3.67
null,Normal,7,20,PushZombie,8,LINE_RIGHT,3.49,3.67
null,Normal,7,20,BoomZombie,6,SCATTER,3.49,3.67
null,Normal,7,20,BoomZombieBoss,1,LINE_LEFT,3.49,3.67
null,Normal,8,1,ZombieMan,17,SCATTER,0.83,0.83
null,Normal,8,2,ZombieMan,19,SCATTER,1.01,1.01
null,Normal,8,3,ZombieMan,20,SCATTER,1.2,1.2
null,Normal,8,4,ZombieMan,20,SCATTER,1.38,1.38
null,Normal,8,4,ZzangDoleZombie,2,LINE_LEFT,1.38,1.38
null,Normal,8,5,ZombieMan,17,SCATTER,1.56,1.56
null,Normal,8,5,ZzangDoleZombie,2,LINE_LEFT,1.56,1.56
null,Normal,8,5,ZzangDoleZombieBoss,1,LINE_LEFT,1.56,1.56
null,Normal,8,6,ZombieMan,23,SCATTER,1.75,1.75
null,Normal,8,6,ZzangDoleZombie,2,LINE_LEFT,1.75,1.75
null,Normal,8,7,ZombieMan,24,SCATTER,1.93,1.93
null,Normal,8,7,ZzangDoleZombie,3,LINE_LEFT,1.93,1.93
null,Normal,8,8,ZombieMan,25,SCATTER,2.12,2.12
null,Normal,8,8,ZzangDoleZombie,3,LINE_LEFT,2.12,2.12
null,Normal,8,9,ZombieMan,23,SCATTER,2.3,2.3
null,Normal,8,9,ZzangDoleZombie,4,LINE_LEFT,2.3,2.3
null,Normal,8,9,RushZombie,2,SCATTER,2.3,2.3
null,Normal,8,10,ZombieMan,19,SCATTER,2.48,2.48
null,Normal,8,10,ZzangDoleZombie,4,LINE_LEFT,2.48,2.48
null,Normal,8,10,RushZombie,2,SCATTER,2.48,2.48
null,Normal,8,10,RushZombieBoss2,1,LINE_LEFT,2.48,2.48
null,Normal,8,11,ZombieMan,26,SCATTER,2.67,2.67
null,Normal,8,11,ZzangDoleZombie,4,LINE_LEFT,2.67,2.67
null,Normal,8,11,RushZombie,2,SCATTER,2.67,2.67
null,Normal,8,12,ZombieMan,26,SCATTER,2.85,2.85
null,Normal,8,12,ZzangDoleZombie,5,LINE_LEFT,2.85,2.85
null,Normal,8,12,RushZombie,3,SCATTER,2.85,2.85
null,Normal,8,13,ZombieMan,27,SCATTER,3.04,3.04
null,Normal,8,13,ZzangDoleZombie,5,LINE_LEFT,3.04,3.04
null,Normal,8,13,RushZombie,3,SCATTER,3.04,3.04
null,Normal,8,14,ZombieMan,23,SCATTER,3.22,3.22
null,Normal,8,14,ZzangDoleZombie,6,LINE_LEFT,3.22,3.22
null,Normal,8,14,RushZombie,4,SCATTER,3.22,3.22
null,Normal,8,14,PushZombie,2,LINE_RIGHT,3.22,3.22
null,Normal,8,15,ZombieMan,17,SCATTER,3.4,3.4
null,Normal,8,15,ZzangDoleZombie,6,LINE_LEFT,3.4,3.4
null,Normal,8,15,RushZombie,4,SCATTER,3.4,3.4
null,Normal,8,15,PushZombie,2,LINE_RIGHT,3.4,3.4
null,Normal,8,15,PushZombieBoss,1,LINE_LEFT,3.4,3.4
null,Normal,8,16,ZombieMan,26,SCATTER,3.59,3.59
null,Normal,8,16,ZzangDoleZombie,6,LINE_LEFT,3.59,3.59
null,Normal,8,16,RushZombie,4,SCATTER,3.59,3.59
null,Normal,8,16,PushZombie,2,LINE_RIGHT,3.59,3.59
null,Normal,8,17,ZombieMan,24,SCATTER,3.77,3.77
null,Normal,8,17,ZzangDoleZombie,7,LINE_LEFT,3.77,3.77
null,Normal,8,17,RushZombie,5,SCATTER,3.77,3.77
null,Normal,8,17,PushZombie,3,LINE_RIGHT,3.77,3.77
null,Normal,8,18,ZombieMan,25,SCATTER,3.96,3.96
null,Normal,8,18,ZzangDoleZombie,7,LINE_LEFT,3.96,3.96
null,Normal,8,18,RushZombie,5,SCATTER,3.96,3.96
null,Normal,8,18,PushZombie,3,LINE_RIGHT,3.96,3.96
null,Normal,8,19,ZombieMan,23,SCATTER,4.14,4.14
null,Normal,8,19,ZzangDoleZombie,8,LINE_LEFT,4.14,4.14
null,Normal,8,19,RushZombie,6,SCATTER,4.14,4.14
null,Normal,8,19,PushZombie,4,LINE_RIGHT,4.14,4.14
null,Normal,8,20,ZombieMan,15,SCATTER,4.32,4.32
null,Normal,8,20,ZzangDoleZombie,8,LINE_LEFT,4.32,4.32
null,Normal,8,20,RushZombie,6,SCATTER,4.32,4.32
null,Normal,8,20,PushZombie,4,LINE_RIGHT,4.32,4.32
null,Normal,8,20,RushZombieBoss,1,LINE_LEFT,4.32,4.32
null,Normal,9,1,ZombieMan,17,SCATTER,0.87,0.84
null,Normal,9,2,ZombieMan,19,SCATTER,1.11,1.07
null,Normal,9,3,ZombieMan,20,SCATTER,1.34,1.3
null,Normal,9,4,ZombieMan,19,SCATTER,1.58,1.53
null,Normal,9,4,RushZombie,2,SCATTER,1.58,1.53
null,Normal,9,5,ZombieMan,15,SCATTER,1.82,1.76
null,Normal,9,5,RushZombie,2,SCATTER,1.82,1.76
null,Normal,9,5,PushZombieBoss,1,LINE_LEFT,1.82,1.76
null,Normal,9,6,ZombieMan,22,SCATTER,2.06,1.98
null,Normal,9,6,RushZombie,2,SCATTER,2.06,1.98
null,Normal,9,7,ZombieMan,22,SCATTER,2.3,2.21
null,Normal,9,7,RushZombie,3,SCATTER,2.3,2.21
null,Normal,9,8,ZombieMan,23,SCATTER,2.53,2.44
null,Normal,9,8,RushZombie,3,SCATTER,2.53,2.44
null,Normal,9,9,ZombieMan,20,SCATTER,2.77,2.67
null,Normal,9,9,RushZombie,4,SCATTER,2.77,2.67
null,Normal,9,9,PushZombie,2,LINE_RIGHT,2.77,2.67
null,Normal,9,10,ZombieMan,15,SCATTER,3.01,2.9
null,Normal,9,10,RushZombie,4,SCATTER,3.01,2.9
null,Normal,9,10,PushZombie,2,LINE_RIGHT,3.01,2.9
null,Normal,9,10,BoomZombieBoss,1,LINE_LEFT,3.01,2.9
null,Normal,9,11,ZombieMan,23,SCATTER,3.25,3.13
null,Normal,9,11,RushZombie,4,SCATTER,3.25,3.13
null,Normal,9,11,PushZombie,2,LINE_RIGHT,3.25,3.13
null,Normal,9,12,ZombieMan,21,SCATTER,3.49,3.36
null,Normal,9,12,RushZombie,5,SCATTER,3.49,3.36
null,Normal,9,12,PushZombie,3,LINE_RIGHT,3.49,3.36
null,Normal,9,13,ZombieMan,23,SCATTER,3.72,3.59
null,Normal,9,13,RushZombie,5,SCATTER,3.72,3.59
null,Normal,9,13,PushZombie,3,LINE_RIGHT,3.72,3.59
null,Normal,9,14,ZombieMan,18,SCATTER,3.96,3.82
null,Normal,9,14,RushZombie,6,SCATTER,3.96,3.82
null,Normal,9,14,PushZombie,4,LINE_RIGHT,3.96,3.82
null,Normal,9,14,BoomZombie,2,SCATTER,3.96,3.82
null,Normal,9,15,ZombieMan,12,SCATTER,4.2,4.05
null,Normal,9,15,RushZombie,6,SCATTER,4.2,4.05
null,Normal,9,15,PushZombie,4,LINE_RIGHT,4.2,4.05
null,Normal,9,15,BoomZombie,2,SCATTER,4.2,4.05
null,Normal,9,15,RushZombieBoss2,1,LINE_LEFT,4.2,4.05
null,Normal,9,16,ZombieMan,21,SCATTER,4.44,4.28
null,Normal,9,16,RushZombie,6,SCATTER,4.44,4.28
null,Normal,9,16,PushZombie,4,LINE_RIGHT,4.44,4.28
null,Normal,9,16,BoomZombie,2,SCATTER,4.44,4.28
null,Normal,9,17,ZombieMan,18,SCATTER,4.68,4.51
null,Normal,9,17,RushZombie,7,SCATTER,4.68,4.51
null,Normal,9,17,PushZombie,5,LINE_RIGHT,4.68,4.51
null,Normal,9,17,BoomZombie,3,SCATTER,4.68,4.51
null,Normal,9,18,ZombieMan,20,SCATTER,4.91,4.74
null,Normal,9,18,RushZombie,7,SCATTER,4.91,4.74
null,Normal,9,18,PushZombie,5,LINE_RIGHT,4.91,4.74
null,Normal,9,18,BoomZombie,3,SCATTER,4.91,4.74
null,Normal,9,19,ZombieMan,16,SCATTER,5.15,4.97
null,Normal,9,19,RushZombie,8,SCATTER,5.15,4.97
null,Normal,9,19,PushZombie,6,LINE_RIGHT,5.15,4.97
null,Normal,9,19,BoomZombie,4,SCATTER,5.15,4.97
null,Normal,9,20,ZombieMan,10,SCATTER,5.39,5.2
null,Normal,9,20,RushZombie,8,SCATTER,5.39,5.2
null,Normal,9,20,PushZombie,6,LINE_RIGHT,5.39,5.2
null,Normal,9,20,BoomZombie,4,SCATTER,5.39,5.2
null,Normal,9,20,PushZombieBoss,1,LINE_LEFT,5.39,5.2
null,Normal,9,20,BoomZombieBoss,1,LINE_LEFT,5.39,5.2
null,Normal,10,1,ZombieMan,17,SCATTER,0.92,0.86
null,Normal,10,2,ZombieMan,19,SCATTER,1.22,1.15
null,Normal,10,3,ZombieMan,20,SCATTER,1.53,1.44
null,Normal,10,4,ZombieMan,20,SCATTER,1.84,1.73
null,Normal,10,4,ZzangDoleZombie,2,LINE_LEFT,1.84,1.73
null,Normal,10,5,ZombieMan,17,SCATTER,2.14,2.02
